request_id,timestamp,pickup_zone_id,pickup_zone_name,pickup_lat,pickup_lon,dropoff_zone_id,dropoff_zone_name,dropoff_lat,dropoff_lon,trip_distance_km,trip_duration_min,surge_multiplier,base_fare,total_fare,tip,driver_earnings,passenger_count,weather,hour,day_of_week,is_weekend
REQ_202609051045_3_019,2026-09-05 10:45:01,3,Metro Int'l Airport,37.62407,-122.38058,6,University Campus & Med,37.77068,-122.43397,16.97,44.5,1.1,49.61,54.57,0.0,40.93,2,Clear,10,5,1
REQ_202609051045_3_050,2026-09-05 10:45:03,3,Metro Int'l Airport,37.6135,-122.38658,2,Midtown Tech Hub,37.78421,-122.42094,19.22,51.4,1.1,56.09,61.7,0.0,46.28,1,Clear,10,5,1
REQ_202609051045_6_008,2026-09-05 10:45:03,6,University Campus & Med,37.75782,-122.46347,1,Downtown Financial,37.7987,-122.40043,7.17,20.1,1.0,23.43,23.43,0.0,17.57,2,Clear,10,5,1
REQ_202609051045_5_004,2026-09-05 10:45:56,5,Mission Nightlife & Arts,37.75428,-122.41584,8,Sunset Residential District,37.75078,-122.48517,6.11,17.7,1.0,20.69,20.69,3.1,18.62,1,Clear,10,5,1
REQ_202609051046_3_041,2026-09-05 10:46:09,3,Metro Int'l Airport,37.62695,-122.36755,1,Downtown Financial,37.76329,-122.3997,15.42,40.0,1.1,45.26,49.79,7.47,44.81,1,Clear,10,5,1
REQ_202609051047_3_031,2026-09-05 10:47:09,3,Metro Int'l Airport,37.63045,-122.3937,9,Central Railway Station,37.77163,-122.39481,15.7,39.9,1.1,45.72,50.3,7.54,45.26,3,Clear,10,5,1
REQ_202609051048_3_037,2026-09-05 10:48:20,3,Metro Int'l Airport,37.61011,-122.35657,5,Mission Nightlife & Arts,37.79985,-122.40192,21.47,55.9,1.1,61.71,67.89,10.18,61.1,4,Clear,10,5,1
REQ_202609051048_7_002,2026-09-05 10:48:35,7,Marina & Golden Gate View,37.80002,-122.43534,1,Downtown Financial,37.79388,-122.40394,2.84,9.2,1.0,11.84,11.84,1.78,10.66,2,Clear,10,5,1
REQ_202609051048_3_005,2026-09-05 10:48:48,3,Metro Int'l Airport,37.6371,-122.374,4,Waterfront & Pier Dining,37.82404,-122.41368,21.08,53.6,1.1,60.2,66.22,0.0,49.66,1,Clear,10,5,1
REQ_202609051049_8_002,2026-09-05 10:49:03,8,Sunset Residential District,37.75102,-122.49061,2,Midtown Tech Hub,37.79695,-122.41271,8.54,23.3,1.0,27.03,27.03,4.05,24.32,1,Clear,10,5,1
REQ_202609051049_9_001,2026-09-05 10:49:04,9,Central Railway Station,37.78126,-122.39589,3,Metro Int'l Airport,37.62444,-122.36725,17.62,46.6,1.1,51.52,56.68,8.5,51.01,3,Clear,10,5,1
REQ_202609051049_8_005,2026-09-05 10:49:26,8,Sunset Residential District,37.74859,-122.49282,1,Downtown Financial,37.79911,-122.38994,10.65,27.2,1.0,32.18,32.18,4.83,28.96,3,Clear,10,5,1
REQ_202609051050_7_012,2026-09-05 10:50:02,7,Marina & Golden Gate View,37.79447,-122.45093,4,Waterfront & Pier Dining,37.79492,-122.41714,2.97,9.9,1.0,12.31,12.31,0.0,9.23,1,Clear,10,5,1
REQ_202609051050_3_016,2026-09-05 10:50:26,3,Metro Int'l Airport,37.60788,-122.37296,9,Central Railway Station,37.76057,-122.41466,17.37,46.1,1.1,50.9,55.99,8.4,50.39,2,Clear,10,5,1
REQ_202609051051_3_011,2026-09-05 10:51:49,3,Metro Int'l Airport,37.62787,-122.37322,5,Mission Nightlife & Arts,37.75874,-122.39605,14.69,38.5,1.1,43.42,47.76,0.0,35.82,1,Clear,10,5,1
REQ_202609051052_8_003,2026-09-05 10:52:24,8,Sunset Residential District,37.74744,-122.47678,6,University Campus & Med,37.76584,-122.46757,2.2,8.2,1.0,10.33,10.33,1.55,9.3,2,Clear,10,5,1
REQ_202609051053_9_008,2026-09-05 10:53:03,9,Central Railway Station,37.77723,-122.38584,3,Metro Int'l Airport,37.61173,-122.39721,18.43,48.5,1.1,53.65,59.01,8.85,53.11,1,Clear,10,5,1
REQ_202609051053_9_000,2026-09-05 10:53:38,9,Central Railway Station,37.78518,-122.3973,3,Metro Int'l Airport,37.63716,-122.37424,16.58,42.8,1.1,48.33,53.16,7.97,47.84,1,Clear,10,5,1
REQ_202609051053_8_004,2026-09-05 10:53:44,8,Sunset Residential District,37.74136,-122.49094,10,Convention Center Arena,37.78663,-122.43369,7.12,18.8,1.0,22.89,22.89,3.43,20.6,1,Clear,10,5,1
REQ_202609051054_3_033,2026-09-05 10:54:31,3,Metro Int'l Airport,37.63087,-122.39262,9,Central Railway Station,37.8015,-122.39894,18.98,49.0,1.1,54.82,60.3,9.04,54.26,1,Clear,10,5,1
REQ_202609051054_3_045,2026-09-05 10:54:39,3,Metro Int'l Airport,37.6165,-122.37151,6,University Campus & Med,37.74865,-122.41251,15.13,40.9,1.1,45.05,49.56,7.43,44.6,3,Clear,10,5,1
REQ_202609051054_9_004,2026-09-05 10:54:54,9,Central Railway Station,37.77554,-122.39858,3,Metro Int'l Airport,37.60992,-122.37348,18.55,49.5,1.1,54.21,59.63,8.94,53.66,1,Clear,10,5,1
REQ_202609051054_3_054,2026-09-05 10:54:55,3,Metro Int'l Airport,37.61589,-122.35212,2,Midtown Tech Hub,37.77538,-122.44683,19.59,52.0,1.1,56.97,62.67,9.4,56.4,1,Clear,10,5,1
REQ_202609051055_2_000,2026-09-05 10:55:46,2,Midtown Tech Hub,37.77713,-122.42645,8,Sunset Residential District,37.73518,-122.4711,6.1,15.9,1.0,20.04,20.04,3.01,18.04,2,Clear,10,5,1
REQ_202609051056_2_003,2026-09-05 10:56:19,2,Midtown Tech Hub,37.77403,-122.42338,4,Waterfront & Pier Dining,37.84106,-122.42216,7.45,21.1,1.0,24.3,24.3,0.0,18.23,1,Clear,10,5,1
REQ_202609051056_10_005,2026-09-05 10:56:54,10,Convention Center Arena,37.78864,-122.40083,1,Downtown Financial,37.77399,-122.41019,1.82,9.0,1.0,9.93,9.93,0.0,7.45,1,Clear,10,5,1
REQ_202609051057_9_009,2026-09-05 10:57:09,9,Central Railway Station,37.77799,-122.40205,10,Convention Center Arena,37.80336,-122.42189,3.32,10.2,1.1,13.04,14.34,2.15,12.9,1,Clear,10,5,1
REQ_202609051057_3_027,2026-09-05 10:57:51,3,Metro Int'l Airport,37.6195,-122.37826,4,Waterfront & Pier Dining,37.81035,-122.40402,21.34,55.6,1.1,61.38,67.51,0.0,50.63,1,Clear,10,5,1
REQ_202609051058_7_010,2026-09-05 10:58:18,7,Marina & Golden Gate View,37.80014,-122.44627,6,University Campus & Med,37.77703,-122.47882,3.85,11.9,1.0,14.59,14.59,0.0,10.94,1,Clear,10,5,1
REQ_202609051058_3_052,2026-09-05 10:58:52,3,Metro Int'l Airport,37.61218,-122.36579,10,Convention Center Arena,37.78337,-122.42994,19.85,51.3,1.1,57.19,62.91,9.44,56.62,1,Clear,10,5,1
REQ_202609051059_4_004,2026-09-05 10:59:09,4,Waterfront & Pier Dining,37.81133,-122.41963,9,Central Railway Station,37.75529,-122.42172,6.23,18.5,1.0,21.2,21.2,3.18,19.08,1,Clear,10,5,1
REQ_202609051100_3_041,2026-09-05 11:00:33,3,Metro Int'l Airport,37.62489,-122.37047,4,Waterfront & Pier Dining,37.82824,-122.39686,22.73,57.5,1.1,64.54,70.99,0.0,53.24,1,Clear,11,5,1
REQ_202609051100_3_000,2026-09-05 11:00:55,3,Metro Int'l Airport,37.6255,-122.37797,7,Marina & Golden Gate View,37.79362,-122.42833,19.21,52.9,1.1,56.6,62.26,9.34,56.04,1,Clear,11,5,1
REQ_202609051101_3_039,2026-09-05 11:01:17,3,Metro Int'l Airport,37.63092,-122.38441,10,Convention Center Arena,37.79065,-122.37703,17.77,48.0,1.1,52.29,57.52,8.63,51.77,3,Clear,11,5,1
REQ_202609051101_1_000,2026-09-05 11:01:54,1,Downtown Financial,37.78476,-122.40114,6,University Campus & Med,37.77601,-122.44183,3.71,11.0,1.0,14.02,14.02,2.1,12.62,3,Clear,11,5,1
REQ_202609051102_3_024,2026-09-05 11:02:40,3,Metro Int'l Airport,37.61968,-122.37715,8,Sunset Residential District,37.74285,-122.47687,16.27,43.6,1.1,48.04,52.84,0.0,39.63,1,Clear,11,5,1
REQ_202609051103_9_022,2026-09-05 11:03:58,9,Central Railway Station,37.77669,-122.39275,7,Marina & Golden Gate View,37.81717,-122.42943,5.54,16.2,1.1,19.13,21.05,0.0,15.79,1,Clear,11,5,1
REQ_202609051104_7_009,2026-09-05 11:04:25,7,Marina & Golden Gate View,37.80059,-122.42703,2,Midtown Tech Hub,37.78193,-122.41671,2.26,7.7,1.0,10.27,10.27,1.54,9.24,1,Clear,11,5,1
REQ_202609051104_8_003,2026-09-05 11:04:52,8,Sunset Residential District,37.76627,-122.49206,7,Marina & Golden Gate View,37.82497,-122.45531,7.28,20.7,1.0,23.85,23.85,3.58,21.47,1,Clear,11,5,1
REQ_202609051106_4_009,2026-09-05 11:06:46,4,Waterfront & Pier Dining,37.81442,-122.42148,5,Mission Nightlife & Arts,37.75021,-122.40008,7.38,21.1,1.0,24.18,24.18,3.63,21.76,1,Clear,11,5,1
REQ_202609051106_3_018,2026-09-05 11:06:47,3,Metro Int'l Airport,37.62009,-122.35271,7,Marina & Golden Gate View,37.79136,-122.44385,20.66,54.5,1.1,59.77,65.75,9.86,59.17,4,Clear,11,5,1
REQ_202609051107_2_000,2026-09-05 11:07:04,2,Midtown Tech Hub,37.7827,-122.42411,8,Sunset Residential District,37.74601,-122.48369,6.64,19.6,1.0,22.31,22.31,0.0,16.73,1,Clear,11,5,1
REQ_202609051108_9_023,2026-09-05 11:08:15,9,Central Railway Station,37.78432,-122.39568,3,Metro Int'l Airport,37.61973,-122.38693,18.32,47.9,1.1,53.24,58.56,8.78,52.7,1,Clear,11,5,1
REQ_202609051108_3_038,2026-09-05 11:08:17,3,Metro Int'l Airport,37.62573,-122.37498,8,Sunset Residential District,37.75773,-122.49764,18.22,47.8,1.1,53.02,58.33,0.0,43.75,1,Clear,11,5,1
REQ_202609051108_1_003,2026-09-05 11:08:43,1,Downtown Financial,37.78442,-122.39012,7,Marina & Golden Gate View,37.81344,-122.44206,5.59,15.8,1.0,19.09,19.09,2.86,17.18,2,Clear,11,5,1
REQ_202609051108_9_029,2026-09-05 11:08:50,9,Central Railway Station,37.77623,-122.39581,1,Downtown Financial,37.81447,-122.40353,4.31,13.0,1.1,15.8,17.38,0.0,13.04,1,Clear,11,5,1
REQ_202609051109_3_027,2026-09-05 11:09:22,3,Metro Int'l Airport,37.63722,-122.39464,5,Mission Nightlife & Arts,37.75994,-122.40802,13.7,34.3,1.1,40.16,44.17,6.63,39.76,1,Clear,11,5,1
REQ_202609051109_8_009,2026-09-05 11:09:40,8,Sunset Residential District,37.75265,-122.45874,5,Mission Nightlife & Arts,37.77381,-122.40982,4.9,14.6,1.0,17.43,17.43,0.0,13.07,1,Clear,11,5,1
REQ_202609051109_3_019,2026-09-05 11:09:52,3,Metro Int'l Airport,37.63472,-122.38995,10,Convention Center Arena,37.77372,-122.39283,15.46,41.8,1.1,45.95,50.55,7.58,45.49,1,Clear,11,5,1
REQ_202609051110_9_005,2026-09-05 11:10:25,9,Central Railway Station,37.77583,-122.39193,8,Sunset Residential District,37.74815,-122.4857,8.8,24.1,1.1,27.77,30.55,4.58,27.49,1,Clear,11,5,1
REQ_202609051111_8_010,2026-09-05 11:11:14,8,Sunset Residential District,37.73691,-122.49625,10,Convention Center Arena,37.79223,-122.38162,11.81,30.7,1.0,35.5,35.5,5.32,31.94,1,Clear,11,5,1
REQ_202609051112_6_009,2026-09-05 11:12:08,6,University Campus & Med,37.76625,-122.45373,5,Mission Nightlife & Arts,37.75869,-122.41361,3.63,11.5,1.0,14.05,14.05,2.11,12.65,1,Clear,11,5,1
REQ_202609051112_7_002,2026-09-05 11:12:22,7,Marina & Golden Gate View,37.79829,-122.44122,5,Mission Nightlife & Arts,37.74867,-122.40173,6.52,17.4,1.0,21.32,21.32,0.0,15.99,4,Clear,11,5,1
REQ_202609051112_10_001,2026-09-05 11:12:53,10,Convention Center Arena,37.77991,-122.40228,8,Sunset Residential District,37.74172,-122.47781,7.88,22.2,1.0,25.46,25.46,0.0,19.1,1,Clear,11,5,1
REQ_202609051113_7_007,2026-09-05 11:13:25,7,Marina & Golden Gate View,37.79361,-122.43967,5,Mission Nightlife & Arts,37.74553,-122.42029,5.61,16.5,1.0,19.37,19.37,0.0,14.53,1,Clear,11,5,1
REQ_202609051113_3_002,2026-09-05 11:13:40,3,Metro Int'l Airport,37.61759,-122.40345,4,Waterfront & Pier Dining,37.80412,-122.42786,20.85,54.0,1.1,59.93,65.93,9.89,59.34,1,Clear,11,5,1
REQ_202609051114_7_004,2026-09-05 11:14:30,7,Marina & Golden Gate View,37.80223,-122.42889,6,University Campus & Med,37.76329,-122.47862,6.15,17.8,1.0,20.8,20.8,0.0,15.6,1,Clear,11,5,1
REQ_202609051115_6_002,2026-09-05 11:15:01,6,University Campus & Med,37.75814,-122.46425,9,Central Railway Station,37.77771,-122.38157,7.59,23.6,1.0,25.42,25.42,3.81,22.88,3,Clear,11,5,1
REQ_202609051115_4_001,2026-09-05 11:15:38,4,Waterfront & Pier Dining,37.79926,-122.41363,10,Convention Center Arena,37.7816,-122.40155,2.23,6.5,1.0,9.79,9.79,1.47,8.81,1,Clear,11,5,1
REQ_202609051115_6_003,2026-09-05 11:15:43,6,University Campus & Med,37.75586,-122.46055,4,Waterfront & Pier Dining,37.78981,-122.42157,5.1,13.4,1.0,17.37,17.37,2.61,15.64,1,Clear,11,5,1
REQ_202609051115_3_032,2026-09-05 11:15:50,3,Metro Int'l Airport,37.62781,-122.36664,2,Midtown Tech Hub,37.79338,-122.4345,19.35,50.2,1.1,55.91,61.5,9.22,55.34,1,Clear,11,5,1
REQ_202609051116_2_006,2026-09-05 11:16:18,2,Midtown Tech Hub,37.76444,-122.42397,5,Mission Nightlife & Arts,37.78146,-122.41564,2.03,6.5,1.0,9.43,9.43,1.41,8.48,1,Clear,11,5,1
REQ_202609051116_9_017,2026-09-05 11:16:19,9,Central Railway Station,37.79647,-122.38929,4,Waterfront & Pier Dining,37.84278,-122.37386,5.32,14.3,1.1,18.09,19.9,0.0,14.92,1,Clear,11,5,1
REQ_202609051117_7_012,2026-09-05 11:17:43,7,Marina & Golden Gate View,37.80574,-122.43476,3,Metro Int'l Airport,37.63271,-122.40155,19.46,50.9,1.0,56.34,56.34,8.45,50.7,4,Clear,11,5,1
REQ_202609051118_4_000,2026-09-05 11:18:03,4,Waterfront & Pier Dining,37.81012,-122.41781,6,University Campus & Med,37.77195,-122.45897,5.58,15.3,1.0,18.89,18.89,2.83,17.0,2,Clear,11,5,1
REQ_202609051118_9_008,2026-09-05 11:18:11,9,Central Railway Station,37.78129,-122.39692,2,Midtown Tech Hub,37.8098,-122.42188,3.85,10.8,1.1,14.22,15.64,0.0,11.73,1,Clear,11,5,1
REQ_202609051118_2_004,2026-09-05 11:18:12,2,Midtown Tech Hub,37.78239,-122.41282,8,Sunset Residential District,37.72753,-122.49125,9.21,25.8,1.0,29.1,29.1,4.36,26.18,1,Clear,11,5,1
REQ_202609051118_3_021,2026-09-05 11:18:14,3,Metro Int'l Airport,37.61387,-122.38808,9,Central Railway Station,37.78422,-122.41766,19.12,48.7,1.1,54.96,60.46,0.0,45.34,3,Clear,11,5,1
REQ_202609051118_9_009,2026-09-05 11:18:31,9,Central Railway Station,37.77617,-122.38765,8,Sunset Residential District,37.76798,-122.4633,6.71,20.3,1.1,22.69,24.95,3.74,22.45,1,Clear,11,5,1
REQ_202609051119_3_025,2026-09-05 11:19:09,3,Metro Int'l Airport,37.62663,-122.38705,10,Convention Center Arena,37.76211,-122.38483,15.07,40.3,1.1,44.72,49.2,7.38,44.28,1,Clear,11,5,1
REQ_202609051119_6_005,2026-09-05 11:19:25,6,University Campus & Med,37.76346,-122.45316,3,Metro Int'l Airport,37.64442,-122.36316,15.42,41.8,1.0,45.89,45.89,0.0,34.42,4,Clear,11,5,1
REQ_202609051119_7_011,2026-09-05 11:19:43,7,Marina & Golden Gate View,37.8028,-122.44034,1,Downtown Financial,37.76538,-122.42809,4.3,11.0,1.0,15.09,15.09,2.26,13.58,3,Clear,11,5,1
REQ_202609051119_8_011,2026-09-05 11:19:50,8,Sunset Residential District,37.75202,-122.47756,3,Metro Int'l Airport,37.61883,-122.38044,17.1,45.5,1.0,50.2,50.2,0.0,37.65,2,Clear,11,5,1
REQ_202609051120_7_003,2026-09-05 11:20:27,7,Marina & Golden Gate View,37.80817,-122.42759,10,Convention Center Arena,37.78487,-122.3989,3.61,11.1,1.0,13.89,13.89,2.08,12.5,2,Clear,11,5,1
REQ_202609051120_8_000,2026-09-05 11:20:31,8,Sunset Residential District,37.76566,-122.4772,3,Metro Int'l Airport,37.60657,-122.37052,20.03,52.4,1.0,57.89,57.89,8.68,52.1,4,Clear,11,5,1
REQ_202609051120_3_031,2026-09-05 11:20:58,3,Metro Int'l Airport,37.63093,-122.38464,5,Mission Nightlife & Arts,37.76455,-122.43457,15.49,40.1,1.1,45.42,49.97,7.5,44.98,2,Clear,11,5,1
REQ_202609051121_6_001,2026-09-05 11:21:19,6,University Campus & Med,37.75326,-122.45952,5,Mission Nightlife & Arts,37.79284,-122.38417,7.95,22.0,1.0,25.51,25.51,3.83,22.96,4,Clear,11,5,1
REQ_202609051121_8_001,2026-09-05 11:21:26,8,Sunset Residential District,37.75554,-122.47454,1,Downtown Financial,37.78049,-122.40938,6.36,18.7,1.0,21.5,21.5,0.0,16.12,1,Clear,11,5,1
REQ_202609051121_2_003,2026-09-05 11:21:36,2,Midtown Tech Hub,37.77727,-122.41898,9,Central Railway Station,37.7986,-122.40862,2.54,9.1,1.0,11.26,11.26,0.0,8.44,1,Clear,11,5,1
REQ_202609051122_5_001,2026-09-05 11:22:16,5,Mission Nightlife & Arts,37.75039,-122.428,4,Waterfront & Pier Dining,37.79771,-122.40775,5.55,16.4,1.0,19.24,19.24,2.89,17.32,1,Clear,11,5,1
REQ_202609051123_9_021,2026-09-05 11:23:55,9,Central Railway Station,37.77696,-122.4007,4,Waterfront & Pier Dining,37.80925,-122.40568,3.62,10.7,1.1,13.76,15.13,0.0,11.35,4,Clear,11,5,1
REQ_202609051123_9_004,2026-09-05 11:23:56,9,Central Railway Station,37.77934,-122.38527,10,Convention Center Arena,37.79039,-122.38872,1.27,5.4,1.1,7.67,8.43,0.0,6.32,1,Clear,11,5,1
REQ_202609051124_5_003,2026-09-05 11:24:08,5,Mission Nightlife & Arts,37.75576,-122.40919,10,Convention Center Arena,37.77601,-122.40669,2.26,6.6,1.0,9.88,9.88,1.48,8.89,1,Clear,11,5,1
REQ_202609051124_3_040,2026-09-05 11:24:48,3,Metro Int'l Airport,37.63513,-122.39322,10,Convention Center Arena,37.77861,-122.4215,16.15,41.9,1.1,47.23,51.95,7.79,46.75,1,Clear,11,5,1
REQ_202609051125_3_023,2026-09-05 11:25:48,3,Metro Int'l Airport,37.62188,-122.38083,4,Waterfront & Pier Dining,37.77448,-122.40075,17.06,45.2,1.1,50.03,55.03,0.0,41.27,2,Clear,11,5,1
REQ_202609051126_6_004,2026-09-05 11:26:38,6,University Campus & Med,37.7646,-122.46036,5,Mission Nightlife & Arts,37.7778,-122.4179,4.01,11.1,1.0,14.6,14.6,2.19,13.14,1,Clear,11,5,1
REQ_202609051126_3_037,2026-09-05 11:26:41,3,Metro Int'l Airport,37.63087,-122.3872,4,Waterfront & Pier Dining,37.77117,-122.40221,15.66,40.8,1.1,45.96,50.56,0.0,37.92,1,Clear,11,5,1
REQ_202609051126_4_002,2026-09-05 11:26:43,4,Waterfront & Pier Dining,37.81003,-122.41187,2,Midtown Tech Hub,37.78327,-122.42194,3.1,10.7,1.0,12.83,12.83,1.92,11.54,3,Clear,11,5,1
REQ_202609051127_10_005,2026-09-05 11:27:07,10,Convention Center Arena,37.78174,-122.39985,7,Marina & Golden Gate View,37.78936,-122.43223,2.97,10.4,1.0,12.48,12.48,1.87,11.23,1,Clear,11,5,1
REQ_202609051127_4_005,2026-09-05 11:27:25,4,Waterfront & Pier Dining,37.8012,-122.40995,1,Downtown Financial,37.77988,-122.40385,2.43,8.3,1.0,10.78,10.78,1.62,9.7,2,Clear,11,5,1
REQ_202609051127_4_012,2026-09-05 11:27:36,4,Waterfront & Pier Dining,37.80512,-122.41718,7,Marina & Golden Gate View,37.78725,-122.44337,3.04,9.2,1.0,12.19,12.19,1.83,10.97,1,Clear,11,5,1
REQ_202609051128_9_011,2026-09-05 11:28:16,9,Central Railway Station,37.77977,-122.40259,4,Waterfront & Pier Dining,37.80114,-122.43998,4.05,11.9,1.1,14.96,16.46,0.0,12.34,1,Clear,11,5,1
REQ_202609051128_9_015,2026-09-05 11:28:58,9,Central Railway Station,37.78134,-122.39105,6,University Campus & Med,37.78555,-122.4846,8.23,23.4,1.1,26.51,29.16,0.0,21.87,2,Clear,11,5,1
REQ_202609051129_10_003,2026-09-05 11:29:25,10,Convention Center Arena,37.7792,-122.41213,6,University Campus & Med,37.77316,-122.46475,4.67,13.9,1.0,16.78,16.78,0.0,12.58,4,Clear,11,5,1
REQ_202609051129_9_018,2026-09-05 11:29:47,9,Central Railway Station,37.78825,-122.38704,1,Downtown Financial,37.79687,-122.38698,1.2,5.8,1.1,7.69,8.46,1.27,7.62,1,Clear,11,5,1
REQ_202609051129_8_002,2026-09-05 11:29:57,8,Sunset Residential District,37.74085,-122.48828,3,Metro Int'l Airport,37.61246,-122.36187,18.1,46.5,1.0,52.35,52.35,0.0,39.26,3,Clear,11,5,1
REQ_202609051130_8_007,2026-09-05 11:30:07,8,Sunset Residential District,37.75298,-122.49786,2,Midtown Tech Hub,37.77543,-122.40581,8.47,22.6,1.0,26.65,26.65,4.0,23.99,1,Clear,11,5,1
REQ_202609051130_3_008,2026-09-05 11:30:41,3,Metro Int'l Airport,37.61811,-122.3796,7,Marina & Golden Gate View,37.80833,-122.42049,21.46,57.3,1.1,62.17,68.39,10.26,61.55,1,Clear,11,5,1
REQ_202609051131_3_022,2026-09-05 11:31:01,3,Metro Int'l Airport,37.61348,-122.38441,10,Convention Center Arena,37.7759,-122.41091,18.21,48.3,1.1,53.18,58.5,0.0,43.88,2,Clear,11,5,1
REQ_202609051131_4_008,2026-09-05 11:31:09,4,Waterfront & Pier Dining,37.81635,-122.41965,1,Downtown Financial,37.78157,-122.39976,4.24,12.2,1.0,15.41,15.41,0.0,11.56,1,Clear,11,5,1
REQ_202609051132_9_001,2026-09-05 11:32:13,9,Central Railway Station,37.77835,-122.40088,4,Waterfront & Pier Dining,37.80855,-122.41255,3.51,11.9,1.1,13.99,15.38,2.31,13.84,1,Clear,11,5,1
REQ_202609051133_9_016,2026-09-05 11:33:02,9,Central Railway Station,37.77915,-122.38961,5,Mission Nightlife & Arts,37.76129,-122.39754,2.1,6.4,1.1,9.53,10.48,0.0,7.86,1,Clear,11,5,1
REQ_202609051133_5_006,2026-09-05 11:33:19,5,Mission Nightlife & Arts,37.75943,-122.41674,6,University Campus & Med,37.76588,-122.44813,2.85,9.5,1.0,11.96,11.96,1.79,10.76,1,Clear,11,5,1
REQ_202609051133_3_028,2026-09-05 11:33:47,3,Metro Int'l Airport,37.61074,-122.37584,10,Convention Center Arena,37.77749,-122.40806,18.76,50.1,1.1,54.8,60.28,9.04,54.25,1,Clear,11,5,1
REQ_202609051134_3_030,2026-09-05 11:34:13,3,Metro Int'l Airport,37.60508,-122.37475,7,Marina & Golden Gate View,37.79889,-122.45311,22.63,58.7,1.1,64.77,71.25,10.69,64.13,1,Clear,11,5,1
REQ_202609051135_3_036,2026-09-05 11:35:12,3,Metro Int'l Airport,37.64415,-122.38569,7,Marina & Golden Gate View,37.79353,-122.44716,17.47,47.3,1.1,51.5,56.65,8.5,50.99,1,Clear,11,5,1
REQ_202609051135_3_020,2026-09-05 11:35:14,3,Metro Int'l Airport,37.61393,-122.38132,7,Marina & Golden Gate View,37.79169,-122.43045,20.23,54.1,1.1,58.85,64.74,0.0,48.55,1,Clear,11,5,1
REQ_202609051135_2_005,2026-09-05 11:35:36,2,Midtown Tech Hub,37.77899,-122.41372,10,Convention Center Arena,37.7868,-122.40306,1.28,5.6,1.0,7.76,7.76,0.0,5.82,1,Clear,11,5,1
REQ_202609051136_3_005,2026-09-05 11:36:24,3,Metro Int'l Airport,37.64157,-122.39049,5,Mission Nightlife & Arts,37.77293,-122.43531,15.13,38.5,1.1,44.21,48.63,7.29,43.76,1,Clear,11,5,1
REQ_202609051136_9_026,2026-09-05 11:36:39,9,Central Railway Station,37.77793,-122.39891,4,Waterfront & Pier Dining,37.78312,-122.40137,1.2,6.5,1.1,7.94,8.73,1.31,7.86,1,Clear,11,5,1
REQ_202609051136_4_011,2026-09-05 11:36:40,4,Waterfront & Pier Dining,37.80121,-122.41071,2,Midtown Tech Hub,37.77075,-122.43248,3.89,11.5,1.0,14.53,14.53,2.18,13.08,1,Clear,11,5,1
REQ_202609051136_3_009,2026-09-05 11:36:40,3,Metro Int'l Airport,37.61883,-122.36518,7,Marina & Golden Gate View,37.80247,-122.43226,21.26,55.0,1.1,61.01,67.11,10.07,60.4,1,Clear,11,5,1
REQ_202609051137_9_003,2026-09-05 11:37:18,9,Central Railway Station,37.77788,-122.39589,1,Downtown Financial,37.77582,-122.39312,1.2,4.8,1.1,7.34,8.07,1.21,7.26,3,Clear,11,5,1
REQ_202609051137_1_004,2026-09-05 11:37:19,1,Downtown Financial,37.79689,-122.39376,7,Marina & Golden Gate View,37.78772,-122.4432,4.46,13.5,1.0,16.26,16.26,0.0,12.2,1,Clear,11,5,1
REQ_202609051137_3_006,2026-09-05 11:37:27,3,Metro Int'l Airport,37.62317,-122.38114,2,Midtown Tech Hub,37.79474,-122.42554,19.47,52.4,1.1,56.89,62.58,0.0,46.94,1,Clear,11,5,1
REQ_202609051137_9_012,2026-09-05 11:37:27,9,Central Railway Station,37.78077,-122.38588,7,Marina & Golden Gate View,37.79358,-122.44561,5.44,15.7,1.1,18.78,20.66,0.0,15.5,3,Clear,11,5,1
REQ_202609051138_3_033,2026-09-05 11:38:01,3,Metro Int'l Airport,37.62409,-122.38653,7,Marina & Golden Gate View,37.79719,-122.4254,19.55,52.0,1.1,56.89,62.58,9.39,56.32,1,Clear,11,5,1
REQ_202609051138_9_028,2026-09-05 11:38:16,9,Central Railway Station,37.77561,-122.39265,3,Metro Int'l Airport,37.66112,-122.39504,12.73,36.2,1.1,39.09,43.0,6.45,38.7,1,Clear,11,5,1
REQ_202609051138_3_042,2026-09-05 11:38:52,3,Metro Int'l Airport,37.60912,-122.37468,9,Central Railway Station,37.77626,-122.3887,18.63,48.8,1.1,54.11,59.52,8.93,53.57,1,Clear,11,5,1
REQ_202609051139_5_002,2026-09-05 11:39:26,5,Mission Nightlife & Arts,37.75401,-122.40872,8,Sunset Residential District,37.767,-122.50579,8.65,22.9,1.0,27.09,27.09,0.0,20.32,1,Clear,11,5,1
REQ_202609051139_7_005,2026-09-05 11:39:54,7,Marina & Golden Gate View,37.78679,-122.44239,8,Sunset Residential District,37.71356,-122.49251,9.26,24.8,1.0,28.85,28.85,4.33,25.97,3,Clear,11,5,1
REQ_202609051140_7_008,2026-09-05 11:40:06,7,Marina & Golden Gate View,37.79989,-122.43021,6,University Campus & Med,37.77269,-122.47262,4.8,15.4,1.0,17.53,17.53,2.63,15.78,1,Clear,11,5,1
REQ_202609051140_2_002,2026-09-05 11:40:10,2,Midtown Tech Hub,37.77956,-122.42971,9,Central Railway Station,37.76369,-122.38405,4.38,11.8,1.0,15.52,15.52,2.33,13.97,1,Clear,11,5,1
